latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
51.100006,3.699997,13.0,0,GMT,GMT

time,temperature_2m (°C),precipitation (mm),cloudcover (%),windspeed_10m (km/h),winddirection_10m (°),windgusts_10m (km/h),is_day ()
2023-03-30T04:00,12.3,0.10,86,20.5,232,40.0,0
2023-03-30T05:00,11.4,0.50,62,22.4,233,49.0,0
2023-03-30T06:00,11.1,0.30,56,23.9,233,44.6,1
2023-03-30T07:00,11.3,0.10,57,25.7,233,54.4,1
2023-03-30T08:00,11.7,0.20,100,24.7,228,47.5,1
2023-03-30T09:00,12.4,0.10,100,26.1,231,51.5,1
2023-03-30T10:00,13.3,0.10,72,26.4,242,57.2,1
2023-03-30T11:00,14.1,0.20,95,25.0,237,59.4,1
2023-03-30T12:00,14.6,0.30,95,27.6,239,66.6,1
2023-03-30T13:00,14.4,0.30,70,25.3,234,68.0,1
2023-03-30T14:00,14.1,0.50,53,23.3,238,65.5,1
2023-03-30T15:00,14.3,0.10,57,24.1,238,51.5,1
2023-03-30T16:00,13.7,0.10,54,24.9,239,45.0,1
2023-03-30T17:00,13.0,0.30,48,21.1,237,38.5,1
2023-03-30T18:00,12.2,0.00,23,19.2,232,33.1,1
2023-03-30T19:00,11.8,0.00,45,18.6,226,33.8,0
2023-03-30T20:00,11.4,0.00,51,17.1,219,31.3,0
2023-03-30T21:00,11.0,0.00,57,15.9,205,28.8,0
2023-03-30T22:00,10.8,0.00,72,20.1,207,33.8,0
2023-03-30T23:00,10.7,0.20,98,21.0,202,36.4,0
2023-03-31T00:00,10.7,0.60,91,21.5,201,38.5,0
2023-03-31T01:00,10.5,1.40,100,20.8,189,41.0,0
2023-03-31T02:00,10.4,0.90,100,22.7,182,40.7,0
2023-03-31T03:00,10.3,0.20,100,27.7,196,51.5,0
2023-03-31T04:00,10.0,0.90,100,26.6,203,50.4,0
2023-03-31T05:00,10.1,1.10,100,24.5,202,47.5,0
2023-03-31T06:00,10.2,1.10,100,25.5,202,59.0,1
2023-03-31T07:00,10.3,0.90,100,27.0,201,49.3,1
2023-03-31T08:00,10.3,0.80,100,28.7,210,51.5,1
2023-03-31T09:00,10.6,0.60,100,31.0,213,59.4,1
2023-03-31T10:00,11.1,0.40,100,27.7,206,75.2,1
2023-03-31T11:00,11.3,0.80,100,30.4,206,64.8,1
2023-03-31T12:00,11.1,0.80,100,31.8,218,77.4,1
2023-03-31T13:00,10.9,0.50,100,34.2,220,65.2,1
2023-03-31T14:00,11.1,0.20,100,29.9,221,65.2,1
2023-03-31T15:00,11.1,0.20,100,34.5,231,62.3,1
2023-03-31T16:00,11.0,0.30,100,33.6,232,61.2,1
2023-03-31T17:00,10.8,0.10,100,33.1,235,67.0,1
2023-03-31T18:00,10.5,0.20,100,33.4,236,65.9,1
2023-03-31T19:00,10.4,0.20,100,33.4,236,62.6,0
2023-03-31T20:00,10.1,0.60,100,33.1,235,66.2,0
2023-03-31T21:00,9.7,1.00,100,32.6,235,63.0,0
2023-03-31T22:00,9.5,1.40,100,29.8,243,60.1,0
2023-03-31T23:00,9.3,1.50,100,26.3,245,55.4,0
2023-04-01T00:00,9.0,1.10,100,23.3,250,46.4,0
2023-04-01T01:00,8.8,0.50,100,22.9,263,39.2,0
2023-04-01T02:00,8.7,0.10,100,22.8,275,38.5,0
2023-04-01T03:00,8.4,0.20,100,22.7,281,40.0,0
2023-04-01T04:00,8.3,0.20,100,22.0,281,40.3,0
2023-04-01T05:00,8.0,0.40,100,21.3,281,39.6,0
2023-04-01T06:00,7.9,0.10,100,20.3,283,35.6,1
2023-04-01T07:00,8.3,0.30,100,18.7,281,32.0,1
2023-04-01T08:00,8.6,0.20,100,20.5,280,33.8,1
2023-04-01T09:00,9.0,0.10,100,23.6,289,36.4,1
2023-04-01T10:00,9.3,0.10,100,19.5,286,35.6,1
2023-04-01T11:00,9.4,0.10,100,18.2,295,36.4,1
2023-04-01T12:00,9.5,0.10,100,20.9,306,33.5,1
2023-04-01T13:00,9.4,0.20,100,21.9,306,32.8,1
2023-04-01T14:00,9.4,0.10,100,20.5,301,35.6,1
2023-04-01T15:00,9.3,0.10,100,17.7,297,36.0,1
2023-04-01T16:00,8.9,0.10,100,17.7,294,34.2,1
2023-04-01T17:00,8.5,0.10,100,16.3,292,30.2,1
2023-04-01T18:00,8.1,0.20,100,16.1,297,27.4,1
2023-04-01T19:00,8.1,0.10,100,19.1,314,36.0,0
2023-04-01T20:00,8.0,0.00,100,18.9,320,36.0,0
2023-04-01T21:00,7.9,0.10,100,19.1,328,35.6,0
2023-04-01T22:00,7.7,0.10,100,17.3,339,36.4,0
2023-04-01T23:00,7.6,0.10,100,17.2,344,36.7,0
2023-04-02T00:00,7.4,0.20,100,17.8,352,36.0,0
2023-04-02T01:00,7.2,0.10,100,17.3,358,34.2,0
2023-04-02T02:00,6.9,0.20,100,16.9,1,33.1,0
2023-04-02T03:00,6.7,0.20,100,16.6,4,33.5,0
2023-04-02T04:00,6.4,0.10,100,16.3,5,34.9,0
2023-04-02T05:00,6.1,0.00,100,16.3,8,35.6,0
2023-04-02T06:00,5.7,0.00,100,16.9,11,34.9,1
2023-04-02T07:00,5.6,0.00,100,18.2,18,34.2,1
2023-04-02T08:00,5.3,0.00,98,18.3,22,36.0,1
2023-04-02T09:00,5.4,0.00,94,18.1,23,36.4,1
2023-04-02T10:00,5.7,0.00,95,15.8,27,36.7,1
2023-04-02T11:00,6.1,0.00,93,16.1,29,35.3,1
2023-04-02T12:00,6.9,0.00,91,16.1,29,35.3,1
2023-04-02T13:00,7.7,0.00,90,16.4,29,33.5,1
2023-04-02T14:00,8.4,0.00,90,16.5,32,33.1,1
2023-04-02T15:00,8.8,0.00,90,16.2,37,31.3,1
2023-04-02T16:00,8.8,0.00,90,15.4,37,29.9,1
2023-04-02T17:00,8.6,0.00,90,14.8,39,28.1,1
2023-04-02T18:00,8.0,0.00,85,12.5,39,21.6,1
2023-04-02T19:00,7.0,0.00,83,12.5,46,24.8,0
2023-04-02T20:00,6.7,0.00,78,12.7,55,22.7,0
2023-04-02T21:00,6.4,0.00,62,12.4,60,22.0,0
2023-04-02T22:00,5.9,0.00,47,9.2,64,19.1,0
2023-04-02T23:00,5.6,0.00,42,8.0,63,16.6,0
2023-04-03T00:00,4.9,0.00,45,7.2,53,13.7,0
2023-04-03T01:00,4.2,0.00,42,7.6,45,14.4,0
2023-04-03T02:00,3.9,0.00,50,9.2,42,17.3,0
2023-04-03T03:00,3.6,0.00,52,10.0,41,18.4,0
2023-04-03T04:00,3.3,0.00,53,11.2,42,18.7,0
2023-04-03T05:00,3.0,0.00,57,11.7,47,19.1,0
2023-04-03T06:00,3.0,0.00,44,12.6,53,21.2,1
2023-04-03T07:00,3.9,0.00,50,13.7,60,24.8,1
2023-04-03T08:00,5.3,0.00,49,15.5,65,32.0,1
2023-04-03T09:00,6.6,0.00,47,17.1,68,35.6,1
2023-04-03T10:00,7.6,0.00,40,16.0,67,39.2,1
2023-04-03T11:00,8.4,0.00,24,17.4,66,38.9,1
2023-04-03T12:00,9.1,0.00,16,17.6,64,38.9,1
2023-04-03T13:00,9.5,0.00,0,17.9,62,38.2,1
2023-04-03T14:00,9.7,0.00,0,18.0,64,37.1,1
2023-04-03T15:00,9.6,0.00,0,17.7,66,36.0,1
2023-04-03T16:00,9.3,0.00,0,18.1,67,34.9,1
2023-04-03T17:00,8.6,0.00,0,15.6,67,29.9,1
2023-04-03T18:00,7.4,0.00,0,14.5,63,27.0,1
2023-04-03T19:00,6.3,0.00,0,14.8,64,26.6,0
2023-04-03T20:00,5.5,0.00,0,15.3,66,27.4,0
2023-04-03T21:00,4.8,0.00,0,15.7,70,27.7,0
2023-04-03T22:00,4.2,0.00,0,15.1,72,27.4,0
2023-04-03T23:00,3.6,0.00,24,14.1,75,25.6,0
2023-04-04T00:00,3.1,0.00,29,12.0,81,22.7,0
2023-04-04T01:00,2.6,0.00,29,11.0,79,20.5,0
2023-04-04T02:00,2.1,0.00,28,10.0,77,19.1,0
2023-04-04T03:00,1.6,0.00,15,8.5,78,17.3,0
2023-04-04T04:00,1.0,0.00,0,8.6,75,15.8,0
2023-04-04T05:00,0.5,0.00,0,8.2,75,14.0,0
2023-04-04T06:00,0.3,0.00,0,7.9,74,15.8,1
2023-04-04T07:00,1.8,0.00,14,9.0,74,18.7,1
2023-04-04T08:00,3.7,0.00,21,9.3,77,22.0,1
2023-04-04T09:00,5.3,0.00,11,10.4,76,25.2,1
2023-04-04T10:00,6.4,0.00,35,10.7,76,28.1,1
2023-04-04T11:00,7.3,0.00,23,10.8,75,27.7,1
2023-04-04T12:00,8.2,0.00,0,11.2,75,27.0,1
2023-04-04T13:00,8.8,0.00,0,11.3,73,25.9,1
2023-04-04T14:00,9.3,0.00,0,10.4,70,23.8,1
2023-04-04T15:00,9.4,0.00,0,9.3,62,22.3,1
2023-04-04T16:00,9.3,0.00,0,8.9,58,20.2,1
2023-04-04T17:00,8.9,0.00,0,8.2,52,15.5,1
2023-04-04T18:00,7.8,0.00,0,6.7,36,11.2,1
2023-04-04T19:00,6.4,0.00,0,8.3,34,13.3,0
2023-04-04T20:00,5.2,0.00,0,8.4,47,13.7,0
2023-04-04T21:00,4.1,0.00,0,9.1,56,14.0,0
2023-04-04T22:00,2.9,0.00,0,9.9,71,14.0,0
2023-04-04T23:00,1.6,0.00,0,9.0,74,10.8,0
2023-04-05T00:00,1.6,0.00,0,7.1,60,7.9,0
2023-04-05T01:00,1.5,0.00,0,7.0,69,7.2,0
2023-04-05T02:00,1.0,0.00,0,7.2,90,7.6,0
2023-04-05T03:00,0.7,0.00,0,6.4,117,7.6,0
2023-04-05T04:00,0.9,0.00,1,5.7,145,6.8,0
2023-04-05T05:00,1.5,0.00,0,4.8,167,5.0,0
2023-04-05T06:00,1.2,0.00,0,3.4,198,4.3,1
2023-04-05T07:00,1.8,0.00,0,3.0,194,9.4,1
2023-04-05T08:00,5.6,0.00,0,2.2,180,10.8,1
2023-04-05T09:00,7.9,0.00,0,1.6,153,12.2,1
2023-04-05T10:00,9.0,0.00,0,2.9,90,14.4,1
2023-04-05T11:00,9.8,0.00,4,4.0,100,15.1,1
2023-04-05T12:00,10.5,0.00,24,4.5,119,15.5,1
2023-04-05T13:00,10.9,0.00,29,4.1,135,14.4,1
2023-04-05T14:00,11.3,0.00,29,2.7,157,13.0,1
2023-04-05T15:00,11.4,0.00,29,2.2,189,11.5,1
2023-04-05T16:00,11.2,0.00,29,2.3,219,9.0,1
2023-04-05T17:00,10.9,0.00,30,1.4,180,4.0,1
2023-04-05T18:00,10.0,0.00,29,4.0,117,8.3,1
2023-04-05T19:00,8.1,0.00,29,7.3,123,11.9,0
2023-04-05T20:00,6.5,0.00,32,7.1,131,13.0,0
2023-04-05T21:00,5.8,0.00,49,8.4,140,13.3,0
2023-04-05T22:00,5.5,0.00,70,8.4,155,15.8,0
2023-04-05T23:00,5.3,0.00,74,9.1,162,16.9,0
2023-04-06T00:00,5.0,0.00,52,9.4,173,16.9,0
2023-04-06T01:00,4.8,0.00,77,9.5,189,15.8,0
2023-04-06T02:00,4.8,0.00,84,9.1,198,15.1,0
2023-04-06T03:00,4.8,0.00,90,9.6,200,14.0,0
2023-04-06T04:00,5.0,0.00,90,10.0,201,13.7,0
2023-04-06T05:00,5.1,0.10,95,10.1,197,14.0,0
2023-04-06T06:00,5.3,0.20,100,10.9,188,16.2,1
2023-04-06T07:00,6.0,0.60,100,12.3,177,22.7,1
2023-04-06T08:00,6.5,0.70,100,14.4,176,27.0,1
2023-04-06T09:00,7.0,0.70,100,16.9,179,32.0,1
2023-04-06T10:00,7.5,0.70,100,19.4,190,33.8,1
2023-04-06T11:00,7.7,0.60,100,20.5,191,35.3,1
2023-04-06T12:00,8.0,0.40,100,21.5,189,37.1,1
2023-04-06T13:00,8.5,0.40,100,19.0,195,36.4,1
2023-04-06T14:00,9.2,0.10,100,17.0,201,34.6,1
2023-04-06T15:00,10.4,0.00,92,16.2,212,28.8,1
2023-04-06T16:00,11.3,0.20,92,16.2,233,35.3,1
2023-04-06T17:00,10.9,0.10,72,18.3,254,24.5,1
2023-04-06T18:00,9.9,0.10,100,14.8,267,22.0,1
2023-04-06T19:00,9.1,0.10,100,13.0,268,23.8,0
2023-04-06T20:00,8.6,0.10,100,13.8,276,24.1,0
2023-04-06T21:00,8.2,0.10,60,11.6,275,20.5,0
2023-04-06T22:00,7.7,0.00,34,9.8,262,20.2,0
2023-04-06T23:00,7.0,0.00,32,8.6,272,18.7,0
2023-04-07T00:00,6.4,0.00,36,8.3,288,16.6,0
2023-04-07T01:00,6.2,0.00,29,8.4,295,15.8,0
2023-04-07T02:00,5.9,0.00,36,8.8,305,14.4,0
2023-04-07T03:00,5.6,0.00,22,8.2,308,14.0,0
2023-04-07T04:00,5.3,0.00,7,8.7,312,13.7,0
2023-04-07T05:00,5.1,0.00,9,8.9,317,14.8,0
2023-04-07T06:00,5.3,0.00,31,8.9,320,15.8,1
2023-04-07T07:00,7.3,0.00,36,8.9,317,20.9,1
2023-04-07T08:00,8.7,0.00,38,11.2,327,25.6,1
2023-04-07T09:00,9.4,0.10,41,12.8,328,28.8,1
2023-04-07T10:00,10.1,0.10,100,11.8,337,33.5,1
2023-04-07T11:00,10.3,0.10,100,12.7,331,36.7,1
2023-04-07T12:00,10.3,0.10,90,14.5,330,37.4,1
2023-04-07T13:00,10.7,0.00,74,18.4,334,38.2,1
2023-04-07T14:00,10.6,0.00,89,17.7,336,38.5,1
2023-04-07T15:00,10.3,0.00,100,17.5,341,37.4,1
2023-04-07T16:00,9.9,0.00,99,16.7,341,34.6,1
2023-04-07T17:00,9.2,0.00,63,14.8,342,28.8,1
2023-04-07T18:00,8.6,0.00,70,12.2,341,23.0,1
2023-04-07T19:00,7.6,0.00,53,8.8,341,15.8,0
2023-04-07T20:00,6.9,0.00,56,6.3,336,10.4,0
2023-04-07T21:00,6.3,0.00,62,4.7,328,9.4,0
2023-04-07T22:00,5.6,0.00,86,6.4,308,9.4,0
2023-04-07T23:00,5.0,0.00,88,5.0,300,9.4,0
2023-04-08T00:00,4.3,0.00,80,6.2,306,10.4,0
2023-04-08T01:00,4.1,0.00,81,5.6,310,9.4,0
2023-04-08T02:00,4.5,0.00,94,4.9,306,9.4,0
2023-04-08T03:00,4.9,0.00,92,4.7,293,8.6,0
2023-04-08T04:00,5.3,0.00,91,4.2,301,8.3,0
2023-04-08T05:00,5.5,0.00,89,3.4,302,7.2,0
2023-04-08T06:00,5.9,0.00,89,4.7,302,8.6,1
2023-04-08T07:00,7.5,0.00,83,4.1,315,11.2,1
2023-04-08T08:00,8.6,0.10,65,7.6,355,17.3,1
2023-04-08T09:00,9.5,0.00,90,7.0,35,17.3,1
2023-04-08T10:00,10.3,0.10,90,4.6,51,16.9,1
2023-04-08T11:00,10.9,0.00,90,5.2,74,17.3,1
2023-04-08T12:00,11.6,0.00,91,6.3,77,18.0,1
2023-04-08T13:00,11.8,0.00,91,6.2,69,16.9,1
2023-04-08T14:00,12.1,0.00,92,5.2,56,14.4,1
2023-04-08T15:00,12.0,0.10,100,6.1,28,10.4,1
2023-04-08T16:00,11.8,0.00,100,6.5,6,7.9,1
2023-04-08T17:00,11.6,0.00,100,7.0,348,9.0,1
2023-04-08T18:00,10.6,0.00,100,7.2,333,11.5,1
2023-04-08T19:00,9.5,0.00,62,8.9,333,15.8,0
2023-04-08T20:00,8.9,0.00,61,8.7,343,15.5,0
2023-04-08T21:00,8.4,0.00,84,8.3,358,14.0,0
2023-04-08T22:00,8.2,0.00,53,7.9,24,13.3,0
2023-04-08T23:00,8.0,0.00,30,7.6,45,13.0,0
2023-04-09T00:00,7.6,0.00,9,7.4,67,11.9,0
2023-04-09T01:00,7.1,0.00,3,7.2,93,10.8,0
2023-04-09T02:00,6.4,0.00,10,6.4,106,11.2,0
2023-04-09T03:00,6.1,0.00,16,6.5,109,9.4,0
2023-04-09T04:00,5.6,0.00,15,6.0,107,9.7,0
2023-04-09T05:00,5.4,0.00,17,5.9,104,10.4,0
2023-04-09T06:00,5.7,0.00,25,6.3,103,12.6,1
2023-04-09T07:00,6.9,0.00,34,5.2,106,13.3,1
2023-04-09T08:00,8.6,0.00,41,5.6,105,15.5,1
2023-04-09T09:00,10.5,0.00,37,7.1,105,19.1,1
2023-04-09T10:00,12.0,0.00,48,5.3,118,21.2,1
2023-04-09T11:00,13.5,0.00,55,5.1,135,22.3,1
2023-04-09T12:00,14.4,0.00,87,5.0,150,20.2,1
2023-04-09T13:00,14.4,0.00,90,5.0,150,15.8,1
2023-04-09T14:00,14.6,0.00,90,6.1,130,16.9,1
2023-04-09T15:00,14.6,0.00,98,8.4,133,17.6,1
2023-04-09T16:00,14.4,0.00,100,7.4,129,15.1,1
2023-04-09T17:00,14.0,0.00,100,7.7,118,17.6,1
2023-04-09T18:00,13.0,0.00,100,6.3,121,17.6,1
2023-04-09T19:00,12.5,0.00,100,8.4,121,14.4,0
2023-04-09T20:00,11.8,0.00,100,10.0,128,17.3,0
2023-04-09T21:00,11.5,0.00,95,9.4,140,16.6,0
2023-04-09T22:00,11.1,0.00,85,12.7,155,18.4,0
2023-04-09T23:00,10.7,0.00,69,12.9,167,21.2,0
2023-04-10T00:00,10.5,0.00,55,13.2,169,23.4,0
2023-04-10T01:00,10.2,0.00,75,14.2,171,24.8,0
2023-04-10T02:00,9.7,0.00,62,15.1,168,27.0,0
2023-04-10T03:00,9.4,0.00,48,14.4,167,26.6,0
2023-04-10T04:00,9.0,0.00,49,15.3,161,27.4,0
2023-04-10T05:00,8.9,0.00,80,15.7,160,29.5,0
2023-04-10T06:00,8.9,0.00,90,16.5,164,29.2,1
2023-04-10T07:00,9.7,0.00,89,17.8,166,33.1,1
2023-04-10T08:00,10.8,0.00,79,18.4,168,33.8,1
2023-04-10T09:00,12.6,0.00,81,21.0,174,40.0,1
2023-04-10T10:00,14.3,0.00,88,23.3,189,45.7,1
2023-04-10T11:00,15.1,0.00,90,25.3,191,46.8,1
2023-04-10T12:00,14.7,0.00,90,22.5,187,40.7,1
2023-04-10T13:00,14.5,0.10,98,23.7,194,42.5,1
2023-04-10T14:00,13.8,0.20,100,23.8,200,45.0,1
2023-04-10T15:00,12.5,0.90,100,22.2,209,43.6,1
2023-04-10T16:00,11.9,1.10,100,20.5,214,42.5,1
2023-04-10T17:00,11.8,0.30,62,19.8,217,44.3,1
2023-04-10T18:00,11.4,0.00,47,20.7,221,43.9,1
2023-04-10T19:00,10.6,0.00,10,21.1,226,38.5,0
2023-04-10T20:00,10.1,0.00,15,21.3,231,39.6,0
2023-04-10T21:00,9.5,0.00,18,22.1,236,41.4,0
2023-04-10T22:00,9.1,0.00,70,25.1,249,43.6,0
2023-04-10T23:00,8.7,0.00,45,23.8,255,40.7,0
2023-04-11T00:00,8.5,0.00,16,21.3,258,40.7,0
2023-04-11T01:00,8.2,0.00,14,20.9,259,41.0,0
2023-04-11T02:00,7.7,0.00,3,20.9,259,40.0,0
2023-04-11T03:00,7.3,0.00,1,20.3,258,38.9,0
2023-04-11T04:00,7.0,0.00,2,19.0,255,37.1,0
2023-04-11T05:00,6.7,0.00,3,18.3,250,35.3,1
2023-04-11T06:00,6.7,0.00,1,19.0,251,34.2,1
2023-04-11T07:00,8.1,0.00,4,17.7,250,34.6,1
2023-04-11T08:00,9.2,0.00,12,22.0,260,44.3,1
2023-04-11T09:00,10.1,0.00,14,21.6,266,43.9,1
2023-04-11T10:00,11.0,0.00,15,17.6,259,42.1,1
2023-04-11T11:00,11.8,0.00,15,18.0,250,42.5,1
2023-04-11T12:00,12.4,0.10,61,17.8,249,44.6,1
2023-04-11T13:00,12.6,0.20,68,17.2,241,42.5,1
2023-04-11T14:00,13.0,0.20,58,19.3,237,40.3,1
2023-04-11T15:00,13.0,0.00,100,19.5,232,39.6,1
2023-04-11T16:00,12.4,0.00,100,20.4,225,35.6,1
2023-04-11T17:00,11.6,0.00,100,17.5,217,33.8,1
2023-04-11T18:00,10.4,0.00,100,15.9,198,30.2,1
2023-04-11T19:00,9.5,0.20,90,16.2,184,29.9,0
2023-04-11T20:00,9.2,0.40,93,18.7,179,34.6,0
2023-04-11T21:00,8.7,0.60,100,20.9,180,40.0,0
2023-04-11T22:00,8.6,0.60,100,25.2,177,43.2,0
2023-04-11T23:00,8.6,0.50,100,26.0,174,46.1,0
2023-04-12T00:00,8.7,0.60,100,25.7,174,47.5,0
2023-04-12T01:00,8.8,0.70,100,26.4,175,49.0,0
2023-04-12T02:00,9.0,0.70,100,26.0,183,49.3,0
2023-04-12T03:00,9.1,0.50,100,22.8,198,45.4,0
2023-04-12T04:00,9.1,1.20,100,19.6,224,40.3,0
2023-04-12T05:00,8.8,0.70,97,15.6,241,28.8,1
2023-04-12T06:00,8.3,0.10,72,12.6,243,22.7,1
2023-04-12T07:00,8.6,0.10,82,14.8,247,26.3,1
2023-04-12T08:00,9.0,0.10,78,15.9,252,28.8,1
2023-04-12T09:00,9.3,0.10,73,15.6,251,32.4,1
2023-04-12T10:00,9.8,0.00,71,19.2,244,36.7,1
2023-04-12T11:00,10.2,0.10,57,18.0,244,44.6,1
2023-04-12T12:00,9.6,1.50,41,18.6,238,50.4,1
2023-04-12T13:00,10.5,0.10,46,19.9,224,56.9,1
2023-04-12T14:00,11.0,0.00,34,21.9,222,59.4,1
2023-04-12T15:00,9.5,0.30,36,23.2,224,50.8,1
2023-04-12T16:00,10.0,0.00,66,24.8,229,45.0,1
2023-04-12T17:00,10.0,0.00,71,21.8,218,44.3,1
2023-04-12T18:00,9.3,0.00,23,22.8,201,49.7,1
2023-04-12T19:00,8.6,0.00,66,25.1,201,46.4,0
2023-04-12T20:00,8.2,0.20,88,28.1,199,64.4,0
2023-04-12T21:00,7.5,0.30,100,31.8,202,60.8,0
2023-04-12T22:00,6.9,0.70,100,32.0,207,71.6,0
2023-04-12T23:00,6.4,0.80,100,30.1,212,62.3,0
2023-04-13T00:00,6.8,0.40,100,28.3,228,54.4,0
2023-04-13T01:00,6.7,0.10,61,24.5,242,48.6,0
2023-04-13T02:00,6.5,0.00,62,20.7,247,43.6,0
2023-04-13T03:00,6.2,0.00,68,20.6,245,40.3,0
2023-04-13T04:00,6.1,0.00,100,22.4,246,42.8,0
2023-04-13T05:00,6.4,0.40,88,23.5,249,41.4,1
2023-04-13T06:00,6.6,0.00,62,22.4,246,40.7,1
2023-04-13T07:00,7.4,0.00,37,20.6,243,38.9,1
2023-04-13T08:00,8.4,0.10,18,24.8,251,52.6,1
2023-04-13T09:00,9.3,0.10,45,26.2,261,50.8,1
2023-04-13T10:00,10.3,0.20,36,23.1,252,49.0,1
2023-04-13T11:00,10.9,0.20,28,23.3,250,52.2,1
2023-04-13T12:00,11.8,0.00,19,21.7,249,46.4,1
2023-04-13T13:00,12.4,0.00,49,21.5,249,46.1,1
2023-04-13T14:00,12.7,0.00,50,22.7,247,42.8,1
2023-04-13T15:00,12.0,0.00,27,20.3,243,38.9,1
2023-04-13T16:00,11.3,0.00,33,16.9,243,33.8,1
2023-04-13T17:00,10.4,0.00,88,16.9,246,26.6,1
2023-04-13T18:00,9.5,0.00,30,13.0,236,19.1,1
2023-04-13T19:00,8.0,0.00,15,9.7,219,18.0,0
2023-04-13T20:00,7.0,0.00,8,11.4,208,19.8,0
2023-04-13T21:00,6.3,0.00,15,12.7,205,22.0,0
2023-04-13T22:00,5.8,0.00,19,12.9,210,20.9,0
2023-04-13T23:00,5.3,0.00,13,10.2,212,18.7,0
2023-04-14T00:00,4.9,0.00,15,10.2,212,19.1,0
2023-04-14T01:00,4.5,0.00,13,10.1,207,20.9,0
2023-04-14T02:00,4.2,0.00,8,8.8,199,20.2,0
2023-04-14T03:00,3.9,0.00,8,8.4,187,19.1,0
2023-04-14T04:00,3.7,0.00,11,8.8,168,18.4,0
2023-04-14T05:00,3.5,0.00,18,9.5,155,19.1,1
2023-04-14T06:00,4.0,0.00,29,12.1,150,22.0,1
2023-04-14T07:00,5.6,0.00,51,12.3,148,24.8,1
2023-04-14T08:00,7.7,0.00,80,13.1,148,27.7,1
2023-04-14T09:00,9.6,0.00,15,14.7,149,31.7,1
2023-04-14T10:00,11.1,0.00,54,16.9,156,43.6,1
2023-04-14T11:00,11.9,0.00,62,17.4,158,44.6,1
2023-04-14T12:00,12.5,0.10,86,17.4,158,44.3,1
2023-04-14T13:00,13.1,0.00,79,17.7,156,43.2,1
2023-04-14T14:00,13.4,0.00,46,17.7,156,38.2,1
2023-04-14T15:00,13.2,0.00,28,17.7,160,34.9,1
2023-04-14T16:00,12.9,0.00,22,15.7,164,29.5,1
2023-04-14T17:00,12.6,0.00,31,10.4,166,18.4,1
2023-04-14T18:00,11.7,0.00,46,4.6,162,8.3,1
2023-04-14T19:00,10.6,0.00,44,7.0,125,9.4,0
2023-04-14T20:00,9.6,0.00,48,4.9,107,9.0,0
2023-04-14T21:00,8.9,0.00,66,6.6,103,12.2,0
2023-04-14T22:00,8.6,0.00,57,7.3,110,12.6,0
2023-04-14T23:00,8.3,0.00,54,7.9,120,9.7,0
2023-04-15T00:00,7.7,0.00,80,5.2,106,9.7,0
2023-04-15T01:00,7.3,0.00,89,2.6,34,8.6,0
2023-04-15T02:00,6.9,0.00,87,4.7,360,8.3,0
2023-04-15T03:00,6.7,0.00,92,5.8,353,7.6,0
2023-04-15T04:00,6.7,0.10,89,8.0,355,9.4,0
2023-04-15T05:00,6.6,0.10,100,8.3,5,11.9,1
2023-04-15T06:00,6.7,0.10,61,8.4,7,15.1,1
2023-04-15T07:00,7.7,0.00,60,9.8,6,19.8,1
2023-04-15T08:00,8.8,0.00,58,11.5,14,24.5,1
2023-04-15T09:00,10.4,0.00,0,14.0,23,29.9,1
2023-04-15T10:00,12.3,0.00,8,15.6,26,34.6,1
2023-04-15T11:00,13.5,0.00,7,17.7,27,38.5,1
2023-04-15T12:00,14.0,0.00,17,19.5,16,41.8,1
2023-04-15T13:00,14.0,0.00,11,21.7,7,43.2,1
2023-04-15T14:00,13.7,0.00,3,22.7,2,44.3,1
2023-04-15T15:00,13.1,0.00,3,23.4,1,43.9,1
2023-04-15T16:00,12.1,0.00,0,22.7,357,41.8,1
2023-04-15T17:00,10.9,0.00,0,21.8,352,37.8,1
2023-04-15T18:00,9.4,0.00,6,20.0,353,35.3,1
2023-04-15T19:00,7.9,0.00,19,17.7,354,33.1,0
2023-04-15T20:00,7.2,0.00,34,16.0,352,30.6,0
2023-04-15T21:00,6.9,0.00,66,15.1,348,28.4,0
2023-04-15T22:00,7.1,0.00,90,13.3,347,27.7,0
2023-04-15T23:00,7.1,0.00,90,13.2,343,25.9,0
2023-04-16T00:00,7.2,0.00,92,13.4,340,23.8,0
2023-04-16T01:00,7.1,0.00,92,14.0,337,23.0,0
2023-04-16T02:00,7.0,0.00,94,14.4,338,23.4,0
2023-04-16T03:00,7.0,0.00,100,15.2,338,24.5,0
2023-04-16T04:00,7.0,0.00,100,15.3,336,25.2,0
2023-04-16T05:00,7.0,0.00,100,15.5,335,25.9,1
2023-04-16T06:00,7.2,0.00,100,14.2,336,23.8,1
2023-04-16T07:00,7.8,0.00,100,19.8,350,38.9,1
2023-04-16T08:00,8.3,0.00,100,20.2,356,34.6,1
2023-04-16T09:00,9.0,0.00,100,17.7,354,34.6,1
2023-04-16T10:00,9.6,0.00,100,15.4,349,33.1,1
2023-04-16T11:00,10.0,0.00,100,14.9,345,32.8,1
2023-04-16T12:00,10.1,0.00,100,15.3,345,30.2,1
2023-04-16T13:00,10.5,0.00,100,16.0,346,31.3,1
2023-04-16T14:00,10.5,0.00,100,15.4,349,31.0,1
2023-04-16T15:00,10.5,0.00,100,14.6,351,29.2,1
